location,room_type,bed_type,room_size,ac,attached_bath,parking,kitchen,power_backup,wifi,tv,fridge,wardrobe,study_table,balcony,furnished,rent
Palakkad,Triple,King Bed,371.0,1,0,0,0,1,0,0,1,0,0,0,Fully,27265
Chennai,Double,No Bed,121.0,1,1,1,0,0,1,0,0,1,1,0,Semi,25956
Edappally,Studio,Queen Bed,267.0,0,1,1,0,1,1,1,0,1,1,0,Unfurnished,27842
Trivandrum,Studio,Single Bed,359.0,1,0,1,1,1,1,0,0,0,0,0,Unfurnished,24809
Thrissur,Single,King Bed,114.0,1,0,1,1,1,0,1,1,1,1,0,Fully,20756
Kollam,Double,Bunk Bed,163.0,1,0,1,1,1,1,0,1,0,1,1,Unfurnished,16588
Kalamassery,Quad,Double Bed,391.0,0,0,0,1,0,1,1,1,1,0,1,Semi,30182
Edappally,Single,Bunk Bed,91.0,0,1,1,1,0,0,1,1,1,0,0,Semi,14571
Karukachal,Studio,No Bed,329.0,1,0,1,0,0,0,1,0,0,0,1,Fully,18665
Pathanamthitta,Single,No Bed,116.0,1,1,1,1,1,1,0,0,0,1,1,Semi,12179
Ranni,Studio,Bunk Bed,291.0,1,1,0,0,0,0,1,1,0,0,1,Semi,19374
Mumbai,Double,Single Bed,195.0,1,0,1,1,1,1,0,1,0,1,1,Fully,53035
Kottayam,Double,King Bed,139.0,0,0,1,1,0,1,0,0,0,1,0,Unfurnished,19336
Palarivattom,Double,Single Bed,170.0,0,1,1,1,1,1,0,0,0,0,0,Semi,21223
Bangalore,Triple,King Bed,278.0,0,0,1,0,1,0,0,0,0,1,1,Semi,43601
Mg Road,Single,Double Bed,118.0,1,0,0,0,1,1,1,0,0,1,0,Semi,17409
Kollam,Quad,Single Bed,357.0,1,0,1,1,0,1,1,0,1,1,0,Semi,30638
Kochi,Double,Double Bed,138.0,0,1,1,0,0,0,0,1,1,0,1,Semi,19299
Ahmedabad,Quad,Queen Bed,459.0,1,1,1,0,1,0,0,0,0,0,1,Fully,46971
Kochi,Double,Single Bed,151.0,0,0,0,1,0,1,0,1,1,1,1,Fully,21811
Chennai,Single,Bunk Bed,128.0,0,0,1,0,0,0,0,0,0,0,1,Fully,18399
Ahmedabad,Master,No Bed,238.0,0,1,1,1,1,1,1,1,0,0,1,Semi,28115
Chennai,Triple,King Bed,291.0,0,0,1,1,1,0,1,1,1,0,1,Semi,37082
Kochi,Double,Queen Bed,153.0,0,0,1,1,1,0,1,0,0,0,1,Unfurnished,18894
Mumbai,Triple,Queen Bed,325.0,0,1,0,0,1,0,1,0,0,0,1,Semi,66718
Aluva,Double,Single Bed,200.0,1,0,1,0,0,1,0,1,0,1,0,Fully,20223
Mg Road,Studio,Double Bed,239.0,0,1,0,0,1,1,0,1,0,1,0,Fully,33375
Alappuzha,Triple,Single Bed,266.0,1,1,1,1,1,0,1,1,0,1,0,Fully,23752
Hyderabad,Single,Bunk Bed,137.0,0,0,1,1,1,0,0,0,0,1,0,Unfurnished,16296
Vyttila,Master,Bunk Bed,201.0,0,1,0,0,0,0,0,0,0,0,0,Fully,22451
Thrissur,Quad,Bunk Bed,371.0,1,0,1,1,0,0,1,1,1,0,1,Unfurnished,32716
Fort Kochi,Double,King Bed,198.0,0,0,1,1,0,1,1,0,1,1,0,Semi,27820
Hyderabad,Triple,Single Bed,444.0,1,1,1,0,1,1,1,0,1,1,0,Fully,38065
Karukachal,Master,Bunk Bed,219.0,1,1,1,1,1,0,1,0,1,0,0,Unfurnished,17408
Vyttila,Master,Queen Bed,268.0,1,1,1,0,1,0,1,1,1,1,1,Unfurnished,30546
Pune,Quad,Queen Bed,529.0,0,0,1,0,1,0,0,0,0,1,1,Semi,52249
Chennai,Single,Queen Bed,144.0,1,0,0,1,0,0,0,1,1,1,1,Fully,24492
Changanassery,Triple,King Bed,439.0,1,1,1,0,1,0,1,0,1,1,1,Semi,28321
Pala,Triple,Bunk Bed,423.0,1,1,0,0,1,1,0,1,0,0,1,Semi,23036
Kakkanad,Triple,Queen Bed,349.0,0,0,0,0,0,1,1,1,1,1,1,Unfurnished,26850
Kalamassery,Single,Single Bed,137.0,0,1,0,1,1,1,1,0,0,1,1,Semi,14868
Surat,Double,Double Bed,225.0,1,1,0,0,1,1,1,0,1,0,1,Semi,26060
Kannur,Master,Single Bed,181.0,1,1,1,1,1,0,0,0,1,0,0,Unfurnished,19244
Kollam,Master,Double Bed,156.0,1,1,0,1,1,0,0,0,1,0,0,Fully,23763
Kaloor,Master,Single Bed,220.0,0,0,0,0,0,0,1,0,0,0,0,Unfurnished,19963
Other,Quad,Double Bed,567.0,0,0,1,1,0,0,1,1,0,1,0,Unfurnished,27530
Mumbai,Master,King Bed,281.0,1,1,0,1,1,1,0,0,0,1,1,Semi,61045
Kakkanad,Studio,Bunk Bed,319.0,0,1,1,1,1,0,0,1,0,1,1,Fully,30019
Kottayam,Master,Bunk Bed,163.0,0,1,1,0,1,1,1,1,0,0,1,Semi,19653
Palakkad,Quad,King Bed,594.0,0,0,0,0,0,0,0,1,0,1,0,Fully,32813
Mumbai,Triple,Single Bed,258.0,0,0,0,1,0,1,1,1,1,0,1,Unfurnished,62320
Trivandrum,Quad,No Bed,405.0,1,0,1,1,0,0,0,0,1,0,0,Semi,33431
Ahmedabad,Studio,Single Bed,292.0,1,0,1,1,0,1,1,0,0,0,0,Fully,36302
Kaloor,Quad,Single Bed,585.0,1,0,1,0,0,0,0,0,1,1,1,Unfurnished,34949
Other,Triple,Single Bed,331.0,1,1,0,0,1,0,1,0,0,0,1,Unfurnished,21583
Other,Double,Bunk Bed,201.0,0,0,0,0,1,0,1,1,0,1,1,Fully,19011
Jaipur,Quad,Double Bed,405.0,1,0,1,1,0,0,1,0,1,1,0,Fully,38147
Mg Road,Double,Queen Bed,185.0,0,1,0,0,0,1,1,1,1,0,1,Semi,24369
Kozhikode,Double,No Bed,158.0,0,0,1,1,1,1,0,0,0,1,0,Semi,18731
Ahmedabad,Quad,No Bed,455.0,1,0,1,1,1,1,0,0,0,1,0,Semi,41147
Kakkanad,Double,Double Bed,188.0,1,0,0,1,1,0,0,0,1,1,1,Unfurnished,20400
Ranni,Studio,Single Bed,233.0,0,0,0,1,0,0,1,1,1,1,0,Fully,18287
Kakkanad,Double,Double Bed,161.0,0,0,1,0,0,0,1,1,1,1,0,Fully,21404
Mg Road,Single,Double Bed,145.0,0,0,0,1,1,1,1,1,1,1,1,Fully,20915
Thrissur,Studio,No Bed,367.0,1,0,0,0,0,1,1,0,0,1,0,Unfurnished,23745
Pala,Studio,No Bed,364.0,0,0,0,1,1,1,1,1,1,1,1,Semi,22650
Kottayam,Quad,Single Bed,501.0,0,0,0,1,1,0,0,0,0,1,1,Fully,30314
Kannur,Quad,Single Bed,560.0,1,1,0,0,1,1,1,1,0,0,1,Fully,30712
Pathanamthitta,Studio,Queen Bed,297.0,0,1,0,0,0,0,1,1,1,1,1,Semi,22783
Mg Road,Master,King Bed,238.0,1,1,0,0,0,0,0,0,0,1,0,Fully,33813
Pala,Studio,Single Bed,205.0,1,1,0,1,1,1,1,0,1,0,0,Unfurnished,18753
Pala,Single,Single Bed,80.0,0,1,1,1,1,0,1,1,1,0,1,Fully,14014
Mg Road,Double,Single Bed,149.0,1,0,1,1,1,0,1,0,1,1,1,Fully,25206
Changanassery,Studio,No Bed,310.0,0,0,0,1,0,1,0,0,1,1,0,Unfurnished,18241
Pathanamthitta,Single,Double Bed,96.0,0,0,0,1,0,0,0,0,0,0,1,Semi,9849
Pune,Studio,King Bed,227.0,1,1,1,0,0,0,0,1,1,0,0,Fully,42996
Kozhikode,Studio,Double Bed,229.0,1,0,1,1,0,0,0,0,1,0,1,Semi,27542
Hyderabad,Single,Double Bed,84.0,0,1,0,0,1,1,0,1,1,1,1,Fully,21665
Kolkata,Single,King Bed,91.0,0,0,1,0,1,1,0,0,0,1,1,Semi,19157
Ahmedabad,Triple,King Bed,372.0,0,0,0,0,1,1,0,1,0,0,0,Fully,39347
Karukachal,Single,Single Bed,97.0,1,0,0,1,0,1,1,0,0,0,0,Fully,11974
Hyderabad,Studio,King Bed,226.0,1,0,0,1,0,0,1,0,0,1,1,Semi,38618
Changanassery,Studio,Queen Bed,288.0,1,1,0,1,0,1,1,1,1,0,1,Fully,28822
Mumbai,Master,Bunk Bed,227.0,0,1,0,0,1,0,0,1,0,0,0,Fully,52429
Kollam,Triple,Queen Bed,273.0,0,0,0,0,0,1,0,1,0,0,0,Semi,22449
Other,Quad,Single Bed,576.0,0,0,1,0,1,1,0,0,0,0,1,Unfurnished,27459
Kochi,Single,Bunk Bed,84.0,0,1,0,0,1,1,1,0,0,0,1,Fully,15969
Ranni,Single,Double Bed,148.0,0,1,1,1,0,0,1,1,0,1,1,Unfurnished,12098
Pathanamthitta,Triple,Single Bed,405.0,0,0,0,0,0,0,1,0,0,1,0,Fully,20690
Pune,Double,Queen Bed,177.0,1,1,1,0,0,0,0,0,1,0,0,Fully,33567
Jaipur,Studio,King Bed,319.0,1,0,1,1,1,1,1,1,1,0,1,Fully,35253
Other,Triple,No Bed,346.0,0,1,1,1,1,0,0,1,0,1,1,Fully,24237
Kalamassery,Single,No Bed,123.0,1,1,0,0,0,0,0,1,1,1,0,Semi,13851
Kaloor,Master,King Bed,158.0,1,0,0,1,0,0,0,1,1,1,0,Unfurnished,26829
Alappuzha,Quad,Single Bed,384.0,1,0,1,0,0,0,1,0,0,1,1,Unfurnished,23940
Ranni,Studio,Bunk Bed,231.0,0,1,1,1,0,0,1,1,1,1,0,Fully,21416
Bangalore,Quad,Double Bed,486.0,0,0,0,0,1,1,1,1,1,1,1,Unfurnished,57676
Kolkata,Double,Single Bed,181.0,0,0,1,0,1,1,0,0,1,0,0,Semi,19929
Kakkanad,Master,Queen Bed,256.0,0,1,1,1,1,0,0,0,1,0,0,Unfurnished,21213
Alappuzha,Quad,Single Bed,413.0,0,0,0,0,1,1,1,1,1,1,0,Unfurnished,25753
Palakkad,Triple,King Bed,433.0,1,1,1,0,0,0,0,1,1,0,0,Semi,25035
Karukachal,Studio,Queen Bed,311.0,1,0,0,0,0,1,0,0,0,1,1,Unfurnished,20637
Karukachal,Studio,No Bed,377.0,0,1,0,1,0,0,0,1,1,1,1,Fully,22968
Kaloor,Triple,Queen Bed,279.0,1,0,0,0,1,0,1,0,1,1,1,Unfurnished,30521
Trivandrum,Master,Bunk Bed,271.0,0,0,1,0,1,0,0,0,1,1,1,Fully,23018
Aluva,Master,King Bed,253.0,1,1,0,1,1,1,0,1,0,0,1,Fully,26643
Kollam,Master,King Bed,275.0,1,1,1,1,0,1,0,0,1,0,0,Semi,23781
Kalamassery,Master,King Bed,209.0,1,1,0,0,1,0,1,1,0,1,1,Unfurnished,22811
Pala,Quad,Double Bed,384.0,0,1,0,1,0,1,1,1,1,0,0,Semi,25912
Ahmedabad,Studio,Bunk Bed,263.0,0,1,0,1,1,0,1,1,1,1,0,Fully,35892
Delhi,Single,Double Bed,150.0,0,1,1,1,0,1,1,1,1,1,0,Semi,25335
Alappuzha,Quad,Double Bed,574.0,0,1,1,1,0,1,1,1,1,1,1,Semi,32786
Pathanamthitta,Triple,Double Bed,364.0,0,1,0,0,0,1,0,1,0,0,0,Fully,21061
Kottayam,Double,Queen Bed,170.0,0,1,0,1,0,1,0,0,1,1,1,Fully,24432
Pune,Triple,Double Bed,393.0,0,0,1,0,0,1,0,0,0,0,0,Semi,40190
Kollam,Double,No Bed,246.0,1,1,1,0,0,0,1,0,0,1,0,Unfurnished,16097
Other,Quad,Single Bed,358.0,0,0,0,1,1,1,0,0,1,1,0,Unfurnished,23292
Pune,Quad,Double Bed,527.0,0,1,0,0,0,0,1,1,0,0,0,Semi,49893
Kakkanad,Double,King Bed,242.0,1,0,1,0,0,1,1,0,1,1,0,Fully,26462
Ahmedabad,Single,Double Bed,116.0,1,0,1,1,0,0,0,1,0,1,0,Fully,21914
Ahmedabad,Studio,Queen Bed,393.0,0,1,1,1,0,0,0,0,0,1,1,Unfurnished,34943
Fort Kochi,Master,No Bed,157.0,1,1,1,0,1,0,1,0,0,1,0,Unfurnished,26372
Pala,Quad,Double Bed,372.0,1,0,0,1,0,1,0,0,0,1,0,Unfurnished,24860
Alappuzha,Double,Double Bed,139.0,0,1,1,0,1,1,0,0,1,1,1,Fully,18377
Kochi,Double,Queen Bed,150.0,1,0,1,0,1,0,0,1,0,1,1,Unfurnished,20069
Mumbai,Single,Bunk Bed,85.0,0,1,1,1,1,0,0,0,0,1,0,Semi,30256
Vyttila,Master,Queen Bed,258.0,1,1,1,1,0,0,0,1,0,1,1,Unfurnished,27859
Alappuzha,Studio,Bunk Bed,290.0,1,0,0,1,1,1,1,0,0,1,0,Fully,24904
Other,Single,Double Bed,140.0,0,1,0,1,1,1,0,1,0,1,0,Semi,14334
Ahmedabad,Double,Double Bed,201.0,0,1,0,0,0,0,0,0,1,1,0,Unfurnished,23343
Pala,Quad,King Bed,539.0,1,1,1,0,1,1,0,0,1,1,0,Semi,31900
Bangalore,Triple,Double Bed,290.0,1,0,0,0,0,0,0,0,1,0,1,Fully,43184
Kannur,Master,Queen Bed,228.0,1,0,0,1,1,1,1,0,0,0,0,Unfurnished,20386
Surat,Single,King Bed,145.0,0,1,1,0,0,0,1,1,1,1,1,Unfurnished,19574
Pathanamthitta,Master,Single Bed,269.0,1,0,1,0,0,1,0,1,0,1,1,Semi,16338
Karukachal,Master,Queen Bed,192.0,0,1,0,1,0,1,0,1,1,1,1,Fully,22452
Trivandrum,Double,Single Bed,157.0,0,1,1,0,0,0,0,0,0,1,1,Unfurnished,16508
Kozhikode,Triple,King Bed,437.0,0,1,1,0,1,0,0,1,0,1,1,Semi,29890
Pala,Single,Queen Bed,105.0,0,0,0,0,1,1,0,0,0,0,1,Fully,14452
Other,Quad,Single Bed,366.0,1,0,0,0,0,1,0,0,1,1,1,Unfurnished,24820
Surat,Quad,Queen Bed,372.0,0,0,1,1,0,1,1,0,0,1,0,Unfurnished,35079
Kaloor,Triple,King Bed,344.0,1,1,0,1,1,1,0,1,0,1,0,Unfurnished,33435
Fort Kochi,Studio,Bunk Bed,331.0,1,1,1,0,0,0,1,1,0,1,0,Semi,34251
Pathanamthitta,Quad,Queen Bed,485.0,1,0,0,0,0,1,1,0,0,1,0,Unfurnished,23388
Surat,Master,Double Bed,195.0,1,1,1,1,1,0,0,0,1,0,1,Unfurnished,25926
Bangalore,Quad,No Bed,515.0,1,1,0,1,1,1,0,1,0,0,0,Unfurnished,51822
Fort Kochi,Master,Single Bed,212.0,0,1,1,1,0,0,0,0,1,1,1,Semi,27505
Changanassery,Double,Double Bed,125.0,1,1,0,0,1,0,0,1,1,1,1,Fully,21290
Mg Road,Master,King Bed,258.0,1,1,0,1,1,1,1,1,1,1,1,Unfurnished,34805
Jaipur,Master,Double Bed,155.0,0,1,0,1,1,0,0,1,1,1,0,Unfurnished,21438
Kakkanad,Master,Queen Bed,232.0,0,0,0,0,1,0,1,0,1,1,1,Fully,25320
Edappally,Studio,King Bed,333.0,1,1,1,0,1,1,1,1,1,0,0,Fully,37483
Karukachal,Single,No Bed,105.0,0,0,0,0,0,0,0,0,1,1,1,Unfurnished,6191
Kochi,Quad,Double Bed,437.0,0,1,0,1,1,1,1,0,0,1,1,Unfurnished,36221
Kochi,Triple,King Bed,358.0,0,1,1,0,0,1,1,1,0,0,0,Semi,31675
Fort Kochi,Single,Queen Bed,135.0,1,1,0,1,0,1,1,1,0,1,0,Semi,21082
Hyderabad,Single,Double Bed,123.0,1,1,1,0,0,0,0,0,0,0,1,Unfurnished,18107
Edappally,Single,No Bed,124.0,1,1,1,1,1,1,0,1,0,1,1,Fully,19147
Bangalore,Master,King Bed,201.0,1,0,0,1,1,1,1,1,0,0,0,Fully,40199
Trivandrum,Triple,No Bed,267.0,1,0,1,1,0,0,0,0,1,0,1,Fully,25694
Other,Master,Queen Bed,270.0,0,0,1,1,1,0,1,1,0,1,1,Fully,24018
Bangalore,Quad,Single Bed,546.0,0,1,0,1,1,0,1,1,0,0,1,Unfurnished,57827
Hyderabad,Master,Queen Bed,188.0,0,0,1,0,1,0,0,0,0,0,1,Unfurnished,31176
Pathanamthitta,Master,No Bed,263.0,1,0,0,1,1,1,1,1,0,1,1,Unfurnished,15914
Chennai,Single,King Bed,145.0,0,0,0,0,1,1,0,0,0,0,0,Fully,20845
Pathanamthitta,Triple,Bunk Bed,436.0,0,1,0,0,1,0,1,1,1,0,1,Unfurnished,19601
Pathanamthitta,Studio,Single Bed,282.0,1,0,1,0,1,0,0,1,1,0,0,Unfurnished,17156
Pathanamthitta,Studio,King Bed,335.0,0,1,1,1,1,0,1,0,1,0,0,Fully,26088
Hyderabad,Quad,No Bed,485.0,1,0,1,0,0,1,0,0,1,0,0,Fully,45248
Pathanamthitta,Triple,No Bed,367.0,1,0,0,1,0,1,0,1,0,0,1,Unfurnished,19043
Ahmedabad,Single,Single Bed,131.0,0,1,0,0,0,0,0,1,1,1,0,Semi,16209
Pathanamthitta,Quad,Double Bed,478.0,0,1,0,1,1,1,0,0,1,1,0,Semi,24400
Kolkata,Double,King Bed,183.0,0,0,1,0,0,0,1,1,1,0,0,Fully,30181
Karukachal,Studio,No Bed,278.0,1,1,1,0,0,1,1,1,1,1,0,Semi,20645
Mg Road,Triple,King Bed,384.0,1,0,0,1,0,0,1,0,1,1,0,Unfurnished,31762
Chennai,Studio,King Bed,305.0,0,1,0,0,1,1,0,1,1,1,1,Unfurnished,38682
Kollam,Double,Queen Bed,194.0,1,0,1,1,1,0,1,1,1,0,1,Fully,23932
Surat,Single,Single Bed,108.0,1,0,1,0,0,1,1,1,1,1,0,Fully,18670
Other,Studio,King Bed,280.0,0,0,1,1,1,0,0,1,1,0,1,Fully,27439
Mg Road,Master,No Bed,286.0,0,0,1,1,1,0,1,1,1,1,1,Unfurnished,26219
Palarivattom,Double,Queen Bed,130.0,0,1,0,1,0,1,0,1,1,1,1,Semi,24830
Kalamassery,Single,Double Bed,85.0,1,0,0,0,0,0,1,0,0,0,0,Semi,13153
Pathanamthitta,Quad,Queen Bed,435.0,0,1,0,0,0,0,1,1,0,0,1,Semi,27616
Kozhikode,Master,King Bed,223.0,1,0,0,1,0,1,1,1,0,1,1,Fully,27300
Kozhikode,Studio,Queen Bed,298.0,0,0,1,0,0,0,0,1,1,0,1,Unfurnished,26465
Surat,Master,Single Bed,172.0,0,1,0,1,0,1,0,1,1,1,1,Semi,25376
Thrissur,Master,Double Bed,177.0,0,0,1,1,0,0,0,0,1,1,1,Semi,20482
Kozhikode,Quad,Double Bed,394.0,0,1,0,1,1,0,1,0,0,0,0,Semi,32204
Fort Kochi,Triple,Double Bed,447.0,1,1,0,0,1,1,1,0,0,0,0,Fully,36766
Chennai,Triple,Double Bed,288.0,1,0,0,0,0,0,0,0,1,0,1,Semi,33246
Kolkata,Quad,No Bed,410.0,1,0,0,1,0,0,1,0,1,1,0,Fully,41128
Ranni,Single,Single Bed,147.0,0,1,0,0,1,0,1,0,1,1,1,Fully,12732
Alappuzha,Single,No Bed,83.0,0,0,0,0,0,1,1,0,0,1,0,Unfurnished,7724
Kollam,Triple,Double Bed,275.0,1,1,1,0,0,1,0,1,1,1,1,Unfurnished,25062
Pune,Quad,Double Bed,581.0,1,0,1,1,0,1,0,0,1,1,1,Unfurnished,51910
Palakkad,Studio,Bunk Bed,346.0,0,0,0,0,0,1,1,1,1,1,0,Unfurnished,17681
Mumbai,Triple,Bunk Bed,322.0,1,0,1,1,1,1,1,1,1,1,1,Fully,63208
Surat,Single,Double Bed,91.0,0,0,1,1,1,0,0,0,1,0,1,Semi,14053
Other,Double,Bunk Bed,130.0,0,0,1,0,1,0,1,1,0,1,1,Semi,17784
Surat,Quad,Bunk Bed,484.0,1,1,1,1,0,0,0,1,0,1,1,Semi,36672
Ahmedabad,Single,King Bed,109.0,1,0,1,0,0,1,1,1,0,1,1,Semi,23679
Vyttila,Quad,Bunk Bed,540.0,1,1,1,0,1,1,0,1,0,1,0,Fully,40376
Trivandrum,Double,King Bed,126.0,1,1,1,0,1,0,0,1,0,1,1,Unfurnished,23803
Kollam,Studio,Double Bed,268.0,0,0,0,1,0,1,1,0,1,1,1,Semi,24285
Chennai,Double,Queen Bed,136.0,1,1,1,0,1,1,0,0,0,1,0,Semi,28177
Palakkad,Double,No Bed,232.0,0,1,1,1,0,1,0,0,0,1,0,Unfurnished,13174
Other,Triple,Double Bed,295.0,1,1,0,0,0,0,0,1,1,0,1,Fully,26706
Vyttila,Triple,Single Bed,293.0,0,0,0,0,0,1,1,0,1,0,0,Fully,28600
Bangalore,Master,Double Bed,183.0,1,1,1,0,0,0,1,1,1,0,0,Fully,39630
Aluva,Double,King Bed,231.0,1,1,1,1,1,0,0,0,0,1,1,Semi,23004
Edappally,Single,Single Bed,95.0,0,1,1,1,1,0,0,1,0,0,0,Unfurnished,12187
Kollam,Single,Bunk Bed,138.0,0,0,1,0,0,0,0,1,0,1,0,Semi,10796
Kolkata,Studio,Double Bed,366.0,0,0,0,0,1,0,0,0,1,0,0,Fully,30169
Ahmedabad,Quad,Queen Bed,385.0,1,1,1,0,1,1,1,0,1,1,0,Unfurnished,46176
Kaloor,Double,Bunk Bed,227.0,1,0,0,1,1,1,1,0,0,0,1,Fully,26810
Surat,Studio,King Bed,309.0,1,1,1,0,1,0,1,1,0,0,0,Semi,33289
Alappuzha,Master,King Bed,177.0,0,0,0,1,0,1,0,1,1,1,1,Semi,20907
Mg Road,Studio,Bunk Bed,274.0,0,1,0,0,1,1,1,0,1,1,0,Fully,33958
Edappally,Quad,Single Bed,411.0,0,0,0,0,1,0,0,0,1,1,0,Semi,30680
Fort Kochi,Double,Single Bed,123.0,0,0,0,1,0,1,0,0,1,0,1,Semi,23627
Mg Road,Master,Single Bed,288.0,1,0,1,1,1,1,0,0,1,1,1,Semi,29512
Palakkad,Master,King Bed,249.0,0,0,1,0,0,0,1,1,0,1,0,Semi,20961
Mumbai,Double,King Bed,198.0,0,1,0,0,0,1,1,0,1,1,0,Unfurnished,51810
Pune,Single,No Bed,88.0,1,1,1,1,1,1,0,0,1,0,0,Unfurnished,19944
Pune,Single,No Bed,97.0,0,1,0,1,0,0,1,0,0,0,0,Semi,17014
Vyttila,Single,Single Bed,90.0,1,0,0,0,1,1,0,1,0,0,0,Semi,15673
Aluva,Triple,Bunk Bed,256.0,1,0,0,1,0,1,0,0,0,1,1,Fully,24464
Karukachal,Single,Single Bed,126.0,1,1,0,1,1,1,1,1,0,0,1,Unfurnished,12063
Pune,Triple,King Bed,366.0,1,1,0,0,1,0,1,0,1,0,0,Fully,42320
Kalamassery,Double,Queen Bed,221.0,0,0,1,0,0,0,0,1,1,0,0,Fully,20549
Trivandrum,Quad,Double Bed,455.0,0,0,0,1,1,0,1,0,0,1,1,Unfurnished,33963
Kochi,Master,Bunk Bed,164.0,1,0,0,1,1,1,1,0,1,0,1,Unfurnished,23430
Pala,Double,Double Bed,203.0,1,1,0,1,0,0,0,0,1,1,1,Fully,20852
Kaloor,Double,Bunk Bed,229.0,1,0,0,1,0,1,1,0,1,1,0,Unfurnished,23063
Kochi,Single,King Bed,80.0,1,1,1,1,0,0,1,0,1,0,0,Unfurnished,19970
Kottayam,Single,Double Bed,94.0,0,0,1,1,0,0,1,1,0,0,0,Fully,14687
Kollam,Master,Single Bed,196.0,1,1,1,0,1,1,0,0,1,0,1,Semi,20271
Changanassery,Single,Bunk Bed,83.0,1,0,1,1,1,0,0,0,0,1,1,Fully,15289
Ahmedabad,Triple,Double Bed,418.0,0,1,0,0,0,0,1,1,0,1,1,Unfurnished,32881
Palarivattom,Studio,No Bed,349.0,0,1,0,0,0,1,0,0,0,1,1,Fully,27838
Ranni,Master,Queen Bed,284.0,0,0,1,1,0,0,0,0,0,1,1,Unfurnished,15291
Jaipur,Triple,Queen Bed,313.0,0,0,0,0,1,0,1,0,1,1,1,Unfurnished,27522
Pathanamthitta,Double,King Bed,238.0,0,0,1,0,0,1,1,1,1,0,0,Fully,19816
Kaloor,Single,King Bed,102.0,1,0,0,0,0,1,1,0,0,0,1,Unfurnished,18805
Ahmedabad,Single,Queen Bed,115.0,1,1,0,0,0,1,0,0,0,1,1,Semi,21005
Mumbai,Single,King Bed,109.0,0,0,1,1,1,0,0,1,1,0,0,Semi,35727
Karukachal,Quad,Queen Bed,566.0,1,0,0,0,0,1,1,0,1,0,0,Unfurnished,27235
Ahmedabad,Studio,Single Bed,210.0,1,1,0,1,1,1,0,0,1,1,0,Fully,36503
Edappally,Quad,Single Bed,398.0,0,1,1,1,1,0,0,1,1,1,0,Fully,38294
Chennai,Master,Bunk Bed,231.0,0,0,1,0,1,1,1,0,0,1,0,Semi,27673
Kochi,Single,Double Bed,137.0,0,0,0,1,0,1,1,1,0,1,1,Unfurnished,13741
Thrissur,Triple,Queen Bed,437.0,1,0,0,1,0,0,0,1,1,1,0,Fully,32249
Palarivattom,Studio,Queen Bed,240.0,0,1,1,1,0,1,0,1,0,0,1,Semi,33170
Pala,Master,Single Bed,290.0,0,1,1,0,1,0,0,0,0,1,0,Semi,15692
Ahmedabad,Quad,Double Bed,405.0,1,1,0,1,1,1,0,0,1,1,0,Fully,45960
Jaipur,Master,King Bed,255.0,1,0,1,1,1,0,1,0,0,1,1,Fully,31243
Alappuzha,Triple,Queen Bed,427.0,1,1,1,1,0,1,0,1,1,1,1,Unfurnished,28096
Kakkanad,Master,Bunk Bed,297.0,0,0,0,1,1,0,0,1,1,1,1,Semi,24580
Kolkata,Quad,No Bed,366.0,1,1,1,1,1,1,1,1,0,0,0,Fully,40517
Hyderabad,Quad,Bunk Bed,539.0,1,1,1,0,0,0,1,1,0,1,0,Semi,45530
Ranni,Master,Queen Bed,236.0,1,1,1,1,0,1,0,1,0,1,0,Fully,23913
Kalamassery,Single,No Bed,113.0,1,0,1,1,1,0,0,0,1,0,0,Unfurnished,10027
Other,Master,Single Bed,262.0,0,0,0,0,1,1,0,0,1,1,1,Unfurnished,17461
Aluva,Single,Bunk Bed,81.0,0,0,0,1,1,0,0,0,0,1,0,Fully,12749
Trivandrum,Studio,King Bed,364.0,0,1,0,0,0,1,1,0,0,1,0,Unfurnished,30086
Surat,Quad,No Bed,533.0,1,1,1,0,0,1,1,1,1,1,0,Semi,35758
Pala,Single,No Bed,86.0,1,1,0,0,1,1,0,1,0,0,0,Semi,11750
Kalamassery,Quad,Single Bed,369.0,1,1,1,0,1,0,1,0,0,1,1,Fully,30653
Kalamassery,Studio,No Bed,313.0,0,1,0,0,1,0,1,0,0,0,1,Semi,22825
Palarivattom,Master,No Bed,261.0,1,1,1,1,0,0,1,1,0,0,0,Semi,26619
Kozhikode,Quad,King Bed,364.0,0,0,0,1,0,0,0,1,1,0,1,Semi,36908
Karukachal,Single,Double Bed,137.0,1,0,0,0,1,1,1,0,1,1,1,Unfurnished,12493
Kollam,Single,King Bed,142.0,1,0,1,0,1,1,0,0,1,0,1,Semi,17671
Hyderabad,Single,Bunk Bed,115.0,1,1,0,1,0,1,1,1,1,1,0,Fully,23772
Palakkad,Quad,King Bed,423.0,1,1,0,0,1,1,1,0,1,1,0,Fully,30673
Ranni,Studio,Queen Bed,299.0,0,1,0,0,0,0,1,0,1,1,0,Fully,21909
Kannur,Studio,Double Bed,334.0,1,1,1,1,0,0,0,1,0,1,0,Semi,25290
Kolkata,Triple,Queen Bed,254.0,1,0,0,1,1,1,1,1,1,0,1,Semi,35697
Thrissur,Triple,King Bed,333.0,1,0,1,1,0,1,0,0,0,1,0,Semi,31318
Fort Kochi,Master,Single Bed,217.0,0,0,1,1,0,1,0,0,1,0,1,Fully,30160
Mg Road,Studio,No Bed,239.0,0,1,1,1,0,0,0,0,1,1,1,Fully,30027
